# t (s)	mx ()	my ()	mz ()	E_total (J)
6.70000101463051e-08	2.6294488e-06	0.05030071	4.9328805e-06	-1.2493384e-16
6.72500083918652e-08	1.044967e-06	0.050300725	3.0880624e-06	-1.2493385e-16
6.75000265343773e-08	-2.1616813e-06	0.05030072	3.672513e-06	-1.2493384e-16
6.775014292763206e-08	-2.167796e-06	0.050300717	5.914298e-06	-1.2493387e-16
6.800005612708196e-08	1.3436251e-06	0.05030072	6.4042483e-06	-1.249338e-16
6.825007685623099e-08	3.3129236e-06	0.050300725	4.167015e-06	-1.2493384e-16
6.850009870144029e-08	9.610815e-07	0.050300725	2.1147728e-06	-1.2493384e-16
6.875009472904576e-08	-1.944435e-06	0.050300717	2.7350945e-06	-1.2493385e-16
6.900003599648891e-08	-1.0136755e-06	0.050300725	4.374114e-06	-1.2493379e-16
6.92500987575389e-08	2.586792e-06	0.050300725	3.7498908e-06	-1.2493376e-16
6.950004410440902e-08	3.559236e-06	0.05030072	8.253618e-07	-1.2493381e-16
6.975002952795643e-08	5.5858027e-07	0.05030072	-1.0772185e-06	-1.2493376e-16
7.000002972124753e-08	-1.8895754e-06	0.05030071	-2.3034485e-07	-1.2493377e-16
7.025007553684963e-08	-1.2225281e-07	0.05030071	9.692799e-07	-1.2493373e-16
7.050012287018361e-08	3.2209637e-06	0.05030071	-3.9609995e-07	-1.2493379e-16
7.075011531670022e-08	3.1002328e-06	0.050300706	-3.4133413e-06	-1.2493383e-16
7.100007487970873e-08	-3.468276e-07	0.0503007	-4.6457485e-06	-1.2493381e-16
7.125012839749244e-08	-2.1489807e-06	0.05030071	-3.249862e-06	-1.2493377e-16
7.150008150894335e-08	2.97673e-07	0.050300714	-2.1732938e-06	-1.249338e-16
7.175007461762123e-08	3.174916e-06	0.05030071	-3.793944e-06	-1.2493383e-16
7.200015016746138e-08	1.9903969e-06	0.050300702	-6.3004277e-06	-1.249338e-16
7.225006555053936e-08	-1.6098242e-06	0.05030071	-6.4224005e-06	-1.2493377e-16
7.250007229497003e-08	-2.5497145e-06	0.050300717	-4.2625993e-06	-1.249338e-16
7.275002506149626e-08	4.1002662e-07	0.0503007	-3.1300024e-06	-1.2493387e-16
7.300013639064606e-08	2.656921e-06	0.05030069	-4.6550144e-06	-1.2493387e-16
7.325005275160497e-08	5.6713407e-07	0.050300684	-6.2886693e-06	-1.249338e-16
7.35000732413868e-08	-2.862483e-06	0.050300695	-5.173954e-06	-1.249338e-16
7.37500530071607e-08	-2.781327e-06	0.050300688	-2.362674e-06	-1.2493385e-16
7.40000234624033e-08	5.570094e-07	0.050300673	-1.2948838e-06	-1.249338e-16
7.425005873644059e-08	2.0497935e-06	0.050300673	-2.6771156e-06	-1.2493379e-16
7.450006264894828e-08	-7.0127555e-07	0.05030068	-3.4521927e-06	-1.2493375e-16
7.475011966184881e-08	-3.599886e-06	0.050300688	-1.3862415e-06	-1.2493381e-16
7.500006968471526e-08	-2.4755348e-06	0.050300684	1.5964291e-06	-1.2493387e-16
7.52500740533351e-08	1.046096e-06	0.050300676	2.228997e-06	-1.249338e-16
7.550009895891016e-08	1.7051711e-06	0.05030068	7.595799e-07	-1.249338e-16
