,t,mx,my,mz,E_total
2268,2.2680004830612187e-07,0.09754042,9.810049e-05,0.0001266281,-1.8452511e-16
2269,2.2690004280114935e-07,0.097541705,2.30695e-05,0.00017674215,-1.8452511e-16
2270,2.270000773890023e-07,0.09754134,-6.139119e-05,0.00016395644,-1.8452502000000002e-16
2271,2.271001329931e-07,0.09753927,-0.00012460304,9.282442e-05,-1.8452507000000001e-16
2272,2.2720001342379638e-07,0.09753722,-0.00014385926,-1.0740114e-05,-1.8452492000000002e-16
2273,2.2730003297853655e-07,0.097536914,-0.000112734495,-0.00010979537,-1.8452471e-16
2274,2.2740011353808027e-07,0.097537935,-4.2698175e-05,-0.00016908509,-1.8452455e-16
2275,2.2750006692836293e-07,0.0975385,4.122228e-05,-0.00016769471,-1.8452458000000003e-16
2276,2.276000257540904e-07,0.09753769,0.000109203116,-0.00010655273,-1.8452449000000002e-16
2277,2.2770000513860746e-07,0.09753652,0.00013668144,-7.782998e-06,-1.8452455e-16
2278,2.278001569618269e-07,0.09753647,0.000113468646,9.278104e-05,-1.845247e-16
2279,2.2790013326689558e-07,0.09753771,4.8147293e-05,0.00015819319,-1.8452466000000001e-16
2280,2.2800006618034282e-07,0.09753859,-3.5016576e-05,0.00016492011,-1.8452459000000003e-16
2281,2.281001122882761e-07,0.097538,-0.00010571565,0.000110789726,-1.8452494e-16
2282,2.2820002890096998e-07,0.09753668,-0.00013811744,1.5979458e-05,-1.8452488000000002e-16
2283,2.283000783516284e-07,0.097536,-0.00012085099,-8.506966e-05,-1.8452466000000001e-16
2284,2.284000708783365e-07,0.09753627,-6.0435756e-05,-0.00015546239,-1.845246e-16
2285,2.2850013721454445e-07,0.09753659,2.1053173e-05,-0.00016991724,-1.8452459000000003e-16
2286,2.2860005949779597e-07,0.09753603,9.394974e-05,-0.00012341051,-1.8452483e-16
2287,2.2870015835057002e-07,0.09753518,0.0001323178,-3.287862e-05,-1.8452474000000002e-16
2288,2.2880010481655402e-07,0.097535335,0.00012241294,6.877666e-05,-1.8452453e-16
2289,2.2890005579276125e-07,0.09753659,6.803446e-05,0.0001451465,-1.8452437000000002e-16
2290,2.2900014621146937e-07,0.09753751,-1.1107898e-05,0.0001691331,-1.845243e-16
2291,2.2910007276681078e-07,0.09753688,-8.590714e-05,0.00013261872,-1.8452445000000003e-16
2292,2.2920000949091565e-07,0.09753511,-0.00012971865,4.9517257e-05,-1.8452467e-16
2293,2.293000466921524e-07,0.097534135,-0.00012722619,-4.997651e-05,-1.8452449000000002e-16
2294,2.294001380119091e-07,0.097535215,-7.973903e-05,-0.00012987548,-1.8452435000000002e-16
2295,2.2950015132371458e-07,0.09753727,-4.2604916e-06,-0.00016122557,-1.8452459000000003e-16
2296,2.296001205489885e-07,0.09753838,7.215895e-05,-0.00013260018,-1.8452463000000002e-16
2297,2.297000904623975e-07,0.097537965,0.00012191274,-5.4008582e-05,-1.845246e-16
2298,2.2980007936632746e-07,0.09753724,0.00012656808,4.6212735e-05,-1.8452465000000001e-16
2299,2.299001305653997e-07,0.097537465,8.403827e-05,0.00013164718,-1.8452482e-16
2300,2.3000008799046045e-07,0.097538136,9.643115e-06,0.00017074741,-1.8452486000000003e-16
2301,2.3010017424643905e-07,0.0975375,-6.9726026e-05,0.0001490897,-1.8452472000000003e-16
2302,2.302000325657705e-07,0.097535096,-0.00012481144,7.4585594e-05,-1.8452443e-16
2303,2.303000030644038e-07,0.09753267,-0.00013562434,-2.5662634e-05,-1.8452443e-16
2304,2.3040011042570195e-07,0.09753238,-9.788658e-05,-0.00011508274,-1.8452446000000002e-16
2305,2.3050001601668746e-07,0.09753458,-2.56068e-05,-0.00016063442,-1.8452462000000002e-16
2306,2.306000823267372e-07,0.097537465,5.475435e-05,-0.00014577725,-1.8452465000000001e-16
2307,2.3070015001092467e-07,0.09753879,0.00011325622,-7.607548e-05,-1.845246e-16
2308,2.3080000874464438e-07,0.097538285,0.00012854939,2.2256307e-05,-1.8452465000000001e-16
2309,2.309001604951671e-07,0.09753723,9.542162e-05,0.00011336325,-1.8452476000000002e-16
2310,2.310000025048215e-07,0.09753644,2.6822832e-05,0.00016377172,-1.8452479000000001e-16
2311,2.3110004037967295e-07,0.09753542,-5.2287476e-05,0.00015578663,-1.8452483e-16
2312,2.31200017304764e-07,0.09753352,-0.00011326443,9.260075e-05,-1.845247e-16
2313,2.3130003518545882e-07,0.0975314,-0.00013456933,-2.9200316e-06,-1.8452472000000003e-16
2314,2.3140002384739037e-07,0.09753102,-0.00010885754,-9.630287e-05,-1.8452482e-16
2315,2.315000031773974e-07,0.09753333,-4.5333258e-05,-0.00015416234,-1.8452471e-16
2316,2.3160008071191842e-07,0.097537294,3.3084056e-05,-0.00015587716,-1.8452478000000002e-16
2317,2.3170002331218338e-07,0.097540535,9.781881e-05,-0.00010126216,-1.8452458000000003e-16
2318,2.3180007219630385e-07,0.09754171,0.00012550592,-1.0429431e-05,-1.8452463000000002e-16
2319,2.319001578578262e-07,0.09754113,0.00010638109,8.341845e-05,-1.8452449000000002e-16
2320,2.3200017273728427e-07,0.09753983,4.7852584e-05,0.00014621697,-1.8452454e-16
2321,2.321000166476509e-07,0.09753825,-2.8474858e-05,0.00015570741,-1.8452442e-16
2322,2.3220002380110405e-07,0.09753627,-9.5259296e-05,0.00010887268,-1.845245e-16
2323,2.3230008398634482e-07,0.097534224,-0.00012808156,2.2949996e-05,-1.8452453e-16
2324,2.3240015493055566e-07,0.09753314,-0.000115021496,-7.0702816e-05,-1.8452479000000001e-16
2325,2.325000680721725e-07,0.09753394,-6.118708e-05,-0.00013778087,-1.8452474000000002e-16
2326,2.326001288433625e-07,0.09753653,1.36559165e-05,-0.00015415899,-1.8452459000000003e-16
2327,2.3270003356389294e-07,0.09753961,8.1843114e-05,-0.0001140442,-1.8452472000000003e-16
2328,2.3280005139915363e-07,0.097541966,0.00011884054,-3.239316e-05,-1.8452483e-16
2329,2.3290002960005307e-07,0.09754289,0.000111307934,6.077415e-05,-1.8452476000000002e-16
2330,2.330001498978373e-07,0.097542025,6.221803e-05,0.00013160755,-1.8452459000000003e-16
2331,2.331001084909277e-07,0.09753898,-1.0441352e-05,0.00015412588,-1.845246e-16
2332,2.332001013998907e-07,0.097534105,-8.043513e-05,0.00012020344,-1.8452437000000002e-16
2333,2.333000195926948e-07,0.09752887,-0.00012243974,4.205066e-05,-1.845244e-16
2334,2.3340000941600919e-07,0.09752562,-0.00012101676,-5.220448e-05,-1.8452437000000002e-16
2335,2.3350001371192385e-07,0.09752597,-7.619813e-05,-0.00012838557,-1.8452427e-16
2336,2.3360002514305803e-07,0.09752955,-3.9576307e-06,-0.00015845262,-1.8452427e-16
2337,2.3370008731500259e-07,0.09753419,6.935712e-05,-0.00013098297,-1.8452413e-16
2338,2.3380008484161387e-07,0.09753749,0.00011684546,-5.5596905e-05,-1.8452441e-16
2339,2.3390008971237414e-07,0.09753825,0.000121433164,4.0463256e-05,-1.8452446000000002e-16
2340,2.340000197016716e-07,0.09753658,8.149325e-05,0.00012247736,-1.845245e-16
2341,2.3410015235920357e-07,0.09753302,1.1298502e-05,0.00016093715,-1.845247e-16
2342,2.3420003294247657e-07,0.09752839,-6.355625e-05,0.00014179987,-1.8452476000000002e-16
2343,2.3430001235673318e-07,0.09752414,-0.00011574325,7.225621e-05,-1.8452471e-16
2344,2.344000827006976e-07,0.097522184,-0.00012586649,-2.2069233e-05,-1.845246e-16
2345,2.3450014833360895e-07,0.09752377,-8.993457e-05,-0.000106166575,-1.8452475000000002e-16
2346,2.346000079445639e-07,0.09752841,-2.138302e-05,-0.00014899489,-1.845245e-16
2347,2.347000621431607e-07,0.097534,5.4704215e-05,-0.00013484778,-1.8452465000000001e-16
2348,2.348001327780253e-07,0.09753824,0.00011019706,-6.877862e-05,-1.8452462000000002e-16
2349,2.349001292003405e-07,0.097539954,0.0001248506,2.489177e-05,-1.8452453e-16
2350,2.350001437318003e-07,0.09753937,9.360552e-05,0.0001117779,-1.8452433000000002e-16
2351,2.351000126220626e-07,0.09753716,2.8020735e-05,0.00016002757,-1.8452418000000003e-16
2352,2.3520013540490541e-07,0.09753402,-4.833986e-05,0.00015187924,-1.8452442e-16
2353,2.3530015696468374e-07,0.09753048,-0.000107374515,8.9941335e-05,-1.845245e-16
2354,2.354000734458135e-07,0.09752778,-0.00012709657,-3.1957572e-06,-1.8452443e-16
2355,2.3550015961477165e-07,0.097527415,-9.989341e-05,-9.359096e-05,-1.845245e-16
2356,2.356001572552934e-07,0.09753012,-3.5702084e-05,-0.00014773267,-1.8452463000000002e-16
2357,2.3570009814631095e-07,0.097535014,4.1497948e-05,-0.00014598895,-1.8452457e-16
2358,2.35800078665453e-07,0.09754019,0.000103359824,-8.928617e-05,-1.8452467e-16
2359,2.3590000712868163e-07,0.097543545,0.00012736529,1.1723691e-06,-1.8452459000000003e-16
2360,2.3600003277530758e-07,0.097543925,0.00010501869,9.2288945e-05,-1.8452451000000002e-16
2361,2.3610013936756577e-07,0.097541444,4.4583125e-05,0.00015060553,-1.8452438000000001e-16
2362,2.3620006290311801e-07,0.09753714,-3.1653708e-05,0.0001548176,-1.8452457e-16
2363,2.363001713627353e-07,0.0975327,-9.6137876e-05,0.00010330978,-1.845246e-16
2364,2.364000811261015e-07,0.097529754,-0.00012519449,1.5031668e-05,-1.8452453e-16
2365,2.365000412724537e-07,0.09752941,-0.00010795218,-7.780872e-05,-1.8452465000000001e-16
2366,2.3660001409416877e-07,0.097531825,-5.0421033e-05,-0.00014082703,-1.845246e-16
2367,2.3670008584389706e-07,0.09753622,2.6430369e-05,-0.00015041085,-1.8452453e-16
2368,2.3680010869163395e-07,0.097541064,9.377063e-05,-0.00010268697,-1.8452465000000001e-16
2369,2.36900155591025e-07,0.097544804,0.00012662842,-1.5151785e-05,-1.8452471e-16
2370,2.3700007852002813e-07,0.09754615,0.00011283131,7.96742e-05,-1.8452483e-16
2371,2.371001100552429e-07,0.097544685,5.732391e-05,0.00014693456,-1.8452454e-16
2372,2.3720008674341138e-07,0.09754099,-1.9765836e-05,0.00016148263,-1.8452472000000003e-16
2373,2.37300168067911e-07,0.09753665,-9.01858e-05,0.00011772117,-1.8452478000000002e-16
2374,2.3740014020314166e-07,0.09753367,-0.00012758428,3.1556618e-05,-1.8452462000000002e-16
2375,2.3750011262755402e-07,0.09753353,-0.00011827672,-6.5555396e-05,-1.8452465000000001e-16
2376,2.376001227120409e-07,0.09753614,-6.589223e-05,-0.00013830017,-1.8452476000000002e-16
2377,2.377000251215637e-07,0.09754026,1.00539355e-05,-0.00016017508,-1.8452458000000003e-16
2378,2.378001263730003e-07,0.09754457,8.209233e-05,-0.0001233226,-1.8452459000000003e-16
2379,2.3790001051157827e-07,0.09754792,0.00012394527,-4.137371e-05,-1.8452442e-16
2380,2.3800010519316798e-07,0.09754943,0.00012091699,5.634461e-05,-1.845247e-16
2381,2.3810003484446065e-07,0.09754851,7.440136e-05,0.00013453793,-1.8452454e-16
2382,2.382000132954036e-07,0.097545125,1.2652051e-06,0.00016578371,-1.8452437000000002e-16
2383,2.383000817493588e-07,0.097540714,-7.2539326e-05,0.00013919942,-1.8452465000000001e-16
2384,2.3840003441319179e-07,0.09753754,-0.00012080668,6.476125e-05,-1.8452458000000003e-16
2385,2.385000238035624e-07,0.0975373,-0.00012640329,-3.0811625e-05,-1.8452451000000002e-16
2386,2.3860014046498494e-07,0.09753973,-8.718037e-05,-0.00011329385,-1.8452463000000002e-16
2387,2.387001547762401e-07,0.097543195,-1.7365044e-05,-0.00015296662,-1.8452454e-16
2388,2.388000006057651e-07,0.09754577,5.76103e-05,-0.00013574511,-1.8452463000000002e-16
2389,2.3890008321719665e-07,0.097547024,0.000111077374,-6.7772824e-05,-1.845246e-16
2390,2.390001665112456e-07,0.09754749,0.00012360333,2.6342761e-05,-1.8452431000000003e-16
2391,2.391000002507272e-07,0.097547315,9.082803e-05,0.000112214184,-1.8452433000000002e-16
2392,2.392000368404373e-07,0.097545914,2.4332845e-05,0.00015891157,-1.845243e-16
2393,2.393000884638247e-07,0.09754308,-5.1499508e-05,0.00014920549,-1.8452431000000003e-16
2394,2.3940008737091524e-07,0.097539835,-0.00010899315,8.666487e-05,-1.8452418000000003e-16
2395,2.395000124087809e-07,0.097538106,-0.00012737543,-5.7819216e-06,-1.8452418000000003e-16
2396,2.3960004783297295e-07,0.09753904,-0.00010041094,-9.495891e-05,-1.8452404000000003e-16
2397,2.397001091332318e-07,0.09754183,-3.816151e-05,-0.0001489328,-1.8452413e-16
2398,2.39800152378862e-07,0.09754494,3.6906873e-05,-0.0001488184,-1.8452433000000002e-16
2399,2.399001461907168e-07,0.09754743,9.7871685e-05,-9.510225e-05,-1.8452427e-16
2400,2.400000396745302e-07,0.097549185,0.00012320944,-7.409789e-06,-1.8452401e-16
2401,2.4010009623642184e-07,0.097550385,0.00010407647,8.300987e-05,-1.845244e-16
2402,2.40200171587586e-07,0.09755059,4.717467e-05,0.00014352512,-1.8452426e-16
2403,2.4030009473357704e-07,0.097548954,-2.7163069e-05,0.00015222668,-1.8452427e-16
2404,2.4040002822826855e-07,0.09754579,-9.2146576e-05,0.00010597311,-1.845244e-16
2405,2.405001727702277e-07,0.09754278,-0.00012417586,2.1253905e-05,-1.8452409000000002e-16
2406,2.406000523421608e-07,0.09754181,-0.00011147401,-7.0843955e-05,-1.8452412e-16
2407,2.407000923189365e-07,0.097543456,-5.8795147e-05,-0.00013744959,-1.8452409000000002e-16
2408,2.408001269237633e-07,0.097546674,1.4769202e-05,-0.00015438467,-1.8452412e-16
2409,2.409001350500157e-07,0.0975499,8.251425e-05,-0.00011571583,-1.8452412e-16
2410,2.4100007869448816e-07,0.09755221,0.000119656164,-3.566626e-05,-1.845241e-16
2411,2.411000991208841e-07,0.09755331,0.00011275006,5.6461504e-05,-1.8452418000000003e-16
2412,2.412000167929244e-07,0.09755299,6.452949e-05,0.00012684552,-1.8452431000000003e-16
2413,2.4130014885167625e-07,0.09755121,-7.3849715e-06,0.00014993349,-1.8452437000000002e-16
2414,2.414000813484499e-07,0.09754852,-7.660623e-05,0.00011726161,-1.8452445000000003e-16
2415,2.415000136441235e-07,0.09754603,-0.00011802817,4.0858984e-05,-1.8452449000000002e-16
2416,2.4160004985938106e-07,0.09754514,-0.00011654456,-5.1471823e-05,-1.845246e-16
2417,2.417000549553773e-07,0.09754623,-7.2690156e-05,-0.00012587693,-1.8452446000000002e-16
2418,2.418001046195599e-07,0.09754836,-2.7283993e-06,-0.00015541255,-1.8452427e-16
2419,2.41900098859486e-07,0.097550355,6.784306e-05,-0.00012959098,-1.8452416e-16
2420,2.420001044646117e-07,0.097551756,0.00011371321,-5.812965e-05,-1.8452426e-16
2421,2.421000864225691e-07,0.09755265,0.00011892629,3.3172004e-05,-1.8452416e-16
2422,2.4220001245422176e-07,0.09755321,8.227376e-05,0.00011168593,-1.8452396000000002e-16
2423,2.42300168766053e-07,0.09755317,1.7243092e-05,0.00015004538,-1.8452389e-16
2424,2.424001699373321e-07,0.09755202,-5.2428142e-05,0.00013514876,-1.8452388e-16
2425,2.4250005475042814e-07,0.09755029,-0.00010223859,7.3320516e-05,-1.8452378000000002e-16
2426,2.426000171872793e-07,0.09754871,-0.0001148457,-1.3021786e-05,-1.8452402e-16
2427,2.4270002492980586e-07,0.09754804,-8.601206e-05,-9.29279e-05,-1.8452401e-16
2428,2.428000738494628e-07,0.09754862,-2.5930438e-05,-0.00013775931,-1.845239e-16
2429,2.429000599736768e-07,0.09755052,4.416523e-05,-0.00013130736,-1.8452418000000003e-16
2430,2.4300007411920824e-07,0.097553365,9.942299e-05,-7.550883e-05,-1.8452422000000002e-16
2431,2.431000974991551e-07,0.09755656,0.000119911325,1.01301885e-05,-1.845244e-16
2432,2.432001626417705e-07,0.097558744,9.772139e-05,9.531938e-05,-1.8452449000000002e-16
2433,2.433000584325256e-07,0.09755861,4.036469e-05,0.00014925233,-1.8452446000000002e-16
2434,2.434001701039999e-07,0.09755608,-3.182418e-05,0.00015238351,-1.8452445000000003e-16
2435,2.435001536846423e-07,0.0975527,-9.26108e-05,0.00010318881,-1.8452429e-16
2436,2.436000759843551e-07,0.09755044,-0.0001204262,1.9268027e-05,-1.8452429e-16
2437,2.4370000394931535e-07,0.09755049,-0.000105602514,-6.9742986e-05,-1.8452416e-16
2438,2.438001118674226e-07,0.097552046,-5.3555003e-05,-0.00013256479,-1.845242e-16
2439,2.4390011237027944e-07,0.09755384,1.7329608e-05,-0.0001469191,-1.845241e-16
2440,2.440000307773037e-07,0.09755528,8.189726e-05,-0.000107913394,-1.8452417000000003e-16
2441,2.4410010417482016e-07,0.09755648,0.000117027084,-2.9426245e-05,-1.8452426e-16
2442,2.4420002174599896e-07,0.09755719,0.00010931802,5.9774953e-05,-1.8452406000000002e-16
2443,2.443001613780656e-07,0.0975566,6.095485e-05,0.0001270446,-1.845242e-16
2444,2.444001069239035e-07,0.09755417,-1.0443619e-05,0.00014681772,-1.8452433000000002e-16
2445,2.4450003106114684e-07,0.09755098,-7.8446494e-05,0.00011145305,-1.845242e-16
2446,2.4460008425995324e-07,0.09754928,-0.000117747746,3.345915e-05,-1.8452417000000003e-16
2447,2.447001305836776e-07,0.09755013,-0.00011350718,-5.845809e-05,-1.8452422000000002e-16
2448,2.44800116644796e-07,0.09755243,-6.725201e-05,-0.00013039733,-1.8452422000000002e-16
2449,2.4490005753866973e-07,0.09755402,3.969617e-06,-0.00015580683,-1.8452438000000001e-16
2450,2.450001672507717e-07,0.097553834,7.424091e-05,-0.00012526095,-1.8452435000000002e-16
2451,2.451001082553251e-07,0.09755288,0.000117514035,-5.006234e-05,-1.8452414e-16
2452,2.452000894143437e-07,0.097553,0.00011815654,4.2276104e-05,-1.8452431000000003e-16
2453,2.4530013340675815e-07,0.09755407,7.574706e-05,0.00011801726,-1.8452429e-16
2454,2.454000190996574e-07,0.097554475,5.897571e-06,0.00014939434,-1.845243e-16
2455,2.455000500792395e-07,0.097553074,-6.6096814e-05,0.0001248254,-1.8452416e-16
2456,2.456000155539255e-07,0.09755084,-0.00011374531,5.304781e-05,-1.8452417000000003e-16
2457,2.457000484591209e-07,0.0975497,-0.000119531454,-4.0088267e-05,-1.8452426e-16
2458,2.458000103817188e-07,0.097550556,-8.127501e-05,-0.00012054882,-1.8452455e-16
2459,2.4590009965567173e-07,0.09755223,-1.2743964e-05,-0.00015907493,-1.845243e-16
2460,2.460001293985831e-07,0.0975533,6.116363e-05,-0.00014126487,-1.8452427e-16
2461,2.461000380484148e-07,0.09755372,0.0001137881,-7.3481075e-05,-1.8452451000000002e-16
2462,2.462001549063265e-07,0.09755447,0.00012631256,2.0282112e-05,-1.8452435000000002e-16
2463,2.463001121493239e-07,0.097555995,9.416671e-05,0.00010617821,-1.8452425000000001e-16
2464,2.464000097446426e-07,0.09755732,2.8826124e-05,0.00015371937,-1.8452435000000002e-16
2465,2.465000826230422e-07,0.097557,-4.6475037e-05,0.00014604202,-1.845244e-16
2466,2.4660008129590506e-07,0.09755499,-0.00010457001,8.606243e-05,-1.8452447000000002e-16
2467,2.467000658016771e-07,0.09755283,-0.00012454916,-4.339262e-06,-1.8452431000000003e-16
2468,2.468000802851324e-07,0.097552046,-9.9587334e-05,-9.262409e-05,-1.8452427e-16
2469,2.4690000493056986e-07,0.09755271,-3.9116247e-05,-0.0001470983,-1.8452431000000003e-16
2470,2.470000577376936e-07,0.09755395,3.4819343e-05,-0.00014867289,-1.8452427e-16
2471,2.471000684057389e-07,0.097555235,9.5166e-05,-9.725281e-05,-1.8452434000000002e-16
2472,2.472001143983117e-07,0.09755692,0.00012021322,-1.216837e-05,-1.8452445000000003e-16
2473,2.4730008587547106e-07,0.09755907,0.000101371916,7.519569e-05,-1.845244e-16
2474,2.4740013617901546e-07,0.09756063,4.6162546e-05,0.00013320413,-1.8452416e-16
2475,2.4750009634484664e-07,0.097560175,-2.4970182e-05,0.00014116021,-1.8452431000000003e-16
2476,2.476000501341553e-07,0.09755752,-8.628867e-05,9.6789176e-05,-1.8452441e-16
2477,2.477000289744327e-07,0.097554356,-0.000115927105,1.659033e-05,-1.845243e-16
2478,2.478000034668025e-07,0.09755285,-0.00010326753,-7.017248e-05,-1.8452405000000002e-16
2479,2.47900130816036e-07,0.09755375,-5.28698e-05,-0.0001321585,-1.845239e-16
2480,2.480000845904308e-07,0.097555935,1.6949658e-05,-0.00014677885,-1.845239e-16
2481,2.4810004723791055e-07,0.09755812,8.1158934e-05,-0.00010881601,-1.8452404000000003e-16
2482,2.4820012659524975e-07,0.09755993,0.00011685992,-3.1523676e-05,-1.8452402e-16
2483,2.483000272927261e-07,0.09756172,0.00011139233,5.743116e-05,-1.8452384000000001e-16
2484,2.4840000662506256e-07,0.09756319,6.681674e-05,0.00012674519,-1.8452373e-16
2485,2.4850005694701415e-07,0.09756339,-1.0316137e-06,0.00015174545,-1.8452394000000002e-16
2486,2.486000398818155e-07,0.09756207,-6.797645e-05,0.00012354772,-1.8452429e-16
2487,2.487000200660523e-07,0.09756053,-0.00011017129,5.2184198e-05,-1.8452423000000002e-16
2488,2.4880010136694706e-07,0.09756025,-0.00011259906,-3.704785e-05,-1.8452394000000002e-16
2489,2.489000144374071e-07,0.09756137,-7.4106e-05,-0.00011201139,-1.845239e-16
2490,2.490000852238972e-07,0.09756252,-8.204927e-06,-0.00014593538,-1.8452401e-16
2491,2.491000331637137e-07,0.09756217,6.131032e-05,-0.00012648017,-1.8452414e-16
2492,2.492000860813589e-07,0.097560525,0.00010949584,-6.0735143e-05,-1.845239e-16
2493,2.493001351053328e-07,0.09755924,0.000119104996,2.7671063e-05,-1.8452386e-16
2494,2.494000243226008e-07,0.09755969,8.69748e-05,0.00010699813,-1.8452382000000002e-16
2495,2.495000726437157e-07,0.09756137,2.4783218e-05,0.00014939015,-1.8452369000000001e-16
2496,2.496000381019222e-07,0.09756256,-4.5196895e-05,0.00013983219,-1.8452384000000001e-16
2497,2.4970001986882656e-07,0.097562104,-9.8147684e-05,8.205099e-05,-1.84524e-16
2498,2.4980012836985e-07,0.097560585,-0.00011534695,-3.412752e-06,-1.8452372e-16
2499,2.499001469515402e-07,0.097559325,-9.077067e-05,-8.586418e-05,-1.845236e-16
2500,2.500001435175457e-07,0.097558856,-3.306644e-05,-0.00013585923,-1.8452367000000002e-16
2501,2.501000141676105e-07,0.09755866,3.703945e-05,-0.00013544178,-1.8452388e-16
2502,2.5020002872376445e-07,0.09755824,9.4484865e-05,-8.4713225e-05,-1.8452381000000002e-16
2503,2.503000899403089e-07,0.09755782,0.00011792138,-2.0585462e-06,-1.8452348e-16
2504,2.504001195312221e-07,0.09755798,9.8379496e-05,8.228791e-05,-1.8452361e-16
2505,2.505001240324531e-07,0.09755866,4.290357e-05,0.00013723488,-1.845239e-16
2506,2.506001710338448e-07,0.097559,-2.8287537e-05,0.00014249662,-1.8452376000000003e-16
2507,2.5070016324875785e-07,0.09755826,-8.914442e-05,9.5838725e-05,-1.845239e-16
2508,2.508000904807495e-07,0.097556934,-0.00011750888,1.4164111e-05,-1.845237e-16
2509,2.5090003439754456e-07,0.09755624,-0.00010276958,-7.3016854e-05,-1.8452359e-16
2510,2.510001666753708e-07,0.097556874,-4.997179e-05,-0.00013386398,-1.8452357e-16
2511,2.511000069139941e-07,0.09755813,2.1411746e-05,-0.00014569583,-1.8452359e-16
2512,2.512001678253672e-07,0.097559124,8.551523e-05,-0.00010391466,-1.8452361e-16
2513,2.513001574947827e-07,0.09755942,0.00011867152,-2.378205e-05,-1.8452339000000002e-16
2514,2.5140016564820695e-07,0.09755938,0.000108885484,6.5587425e-05,-1.8452312000000002e-16
2515,2.515000252009473e-07,0.09755933,5.9986887e-05,0.00013175678,-1.8452331e-16
2516,2.516000230186961e-07,0.09755957,-1.0282331e-05,0.00015111128,-1.8452357e-16
2517,2.517001025555959e-07,0.097560026,-7.6255346e-05,0.00011681982,-1.8452369000000001e-16
2518,2.518001472205002e-07,0.0975609,-0.000114154514,4.156975e-05,-1.8452344e-16
2519,2.519000698635765e-07,0.0975622,-0.00011057602,-4.704814e-05,-1.8452348e-16
2520,2.520000512099923e-07,0.09756337,-6.6922345e-05,-0.00011716649,-1.8452352000000002e-16
2521,2.521000492915439e-07,0.09756348,1.035306e-06,-0.00014339371,-1.8452363000000003e-16
2522,2.522000673750384e-07,0.09756228,6.850917e-05,-0.00011633019,-1.8452373e-16
2523,2.52300007978305e-07,0.097560465,0.00011063767,-4.6084293e-05,-1.8452363000000003e-16
2524,2.524000807551636e-07,0.09755947,0.0001121689,4.154011e-05,-1.8452348e-16
2525,2.525000275264396e-07,0.09756003,7.268875e-05,0.00011407443,-1.845236e-16
2526,2.526000859119515e-07,0.09756144,6.5464656e-06,0.00014497692,-1.8452345e-16
2527,2.527000712089956e-07,0.097562574,-6.209152e-05,0.00012278774,-1.8452356000000001e-16
2528,2.528000365021228e-07,0.09756304,-0.00010787216,5.569389e-05,-1.8452356000000001e-16
2529,2.5290000422425346e-07,0.09756327,-0.00011403246,-3.1837037e-05,-1.845233e-16
2530,2.530001503674765e-07,0.097563505,-7.830719e-05,-0.00010792839,-1.8452332e-16
2531,2.531000472096322e-07,0.097563714,-1.4134854e-05,-0.00014465411,-1.8452351000000002e-16
2532,2.532001610070956e-07,0.097563684,5.5346143e-05,-0.00012878653,-1.8452345e-16
2533,2.533000779293714e-07,0.09756376,0.00010492739,-6.625614e-05,-1.8452341000000002e-16
2534,2.534000576688016e-07,0.09756464,0.00011688669,2.0488846e-05,-1.8452324000000002e-16
2535,2.535001112985801e-07,0.09756631,8.6995686e-05,0.000100357254,-1.8452348e-16
2536,2.536000948743687e-07,0.09756776,2.5909134e-05,0.00014457201,-1.845237e-16
2537,2.537000374407152e-07,0.0975679,-4.44621e-05,0.00013716704,-1.8452397000000001e-16
2538,2.538000136951778e-07,0.097566895,-9.897994e-05,8.063751e-05,-1.8452361e-16
2539,2.539001376146746e-07,0.0975661,-0.00011777692,-4.807995e-06,-1.8452345e-16
2540,2.5400013075930185e-07,0.09756661,-9.3659415e-05,-8.803361e-05,-1.8452348e-16
2541,2.5410006252678545e-07,0.09756803,-3.5430872e-05,-0.00013883437,-1.8452364000000002e-16
2542,2.542000114922916e-07,0.09756895,3.54321e-05,-0.00013883358,-1.8452359e-16
2543,2.543000278450478e-07,0.09756885,9.2932045e-05,-8.808562e-05,-1.8452355000000002e-16
2544,2.54400134909112e-07,0.09756847,0.00011594615,-5.4535676e-06,-1.8452333e-16
2545,2.54500080272644e-07,0.09756887,9.624029e-05,7.83575e-05,-1.8452327000000002e-16
2546,2.546001077999848e-07,0.09756994,4.145526e-05,0.0001327448,-1.8452359e-16
2547,2.547001413187476e-07,0.09757067,-2.8089851e-05,0.00013804794,-1.845236e-16
2548,2.5480017332366815e-07,0.097570166,-8.6797976e-05,9.270409e-05,-1.8452347e-16
2549,2.549001517614712e-07,0.09756875,-0.00011357661,1.3681857e-05,-1.8452327000000002e-16
2550,2.550001229593109e-07,0.09756774,-9.898278e-05,-7.012606e-05,-1.845235e-16
2551,2.551001515018339e-07,0.09756803,-4.86687e-05,-0.0001284632,-1.8452382000000002e-16
2552,2.552000163925614e-07,0.09756915,1.8957086e-05,-0.00014035552,-1.845237e-16
2553,2.553000442252104e-07,0.09757018,7.971428e-05,-0.00010172397,-1.8452361e-16
2554,2.5540000546054297e-07,0.09757071,0.00011169667,-2.6514774e-05,-1.8452353000000002e-16
2555,2.5550013931201015e-07,0.09757071,0.00010333626,5.8239035e-05,-1.8452372e-16
2556,2.556000927614768e-07,0.09757006,5.7580484e-05,0.00012162271,-1.8452377000000002e-16
2557,2.557001072997412e-07,0.097568356,-9.239115e-06,0.000140642,-1.8452378000000002e-16
